ID,用户能力水平,年龄标签,性别,分配,录制参考文本,录制参考音频,录音要求,,,,,,,
52,初级,大学生,女,,是,https://lf3-bigspeech-sign.bytetos.com/bigspeech-platform/7647855168515997723/8f59c00f-0d7e-4a75-a9f6-278ed032e538?lk3s=ec46513b&x-expires=2080655051&x-signature=U%2BlUe6XCKaIFfaxGvfMNBgnEUaA%3D,,,,,,,,
52,初级,大学生,女,,对呀，你也说了，英文在计算机领域用的很广泛。那洛克王国不是中国的游戏吗？那为什么要用英语说呢？就像春节一样。嗯，我就不太喜欢用英文来说春节，包括我们的饺子啊，还有什么的。为什么要叫 dumplings， 为什么就不能叫饺子呢？,https://lf26-bigspeech-sign.bytetos.com/bigspeech-platform/7647855160316264494/908a6d57-78b7-46ea-9c13-2788a7cde7f6?lk3s=ec46513b&x-expires=2080655051&x-signature=LIVhhFTaczDDnn3nHd09HpTJ4AA%3D,,,,,,,,
52,初级,大学生,女,,那太不同了，太不一样了，我们要有文化主体性。豆包，你知道文化主体性吗？那为什么别人为什么要说？嗯？,https://lf6-bigspeech-sign.bytetos.com/bigspeech-platform/7647855174219857946/197d91af-24d8-4b06-8ee6-e5df9601b6ef?lk3s=ec46513b&x-expires=2080655051&x-signature=TylTyulOyQpkgKXPsM5K0ITpByg%3D,,,,,,,,
52,初级,大学生,女,,巴士。,https://lf26-bigspeech-sign.bytetos.com/bigspeech-platform/7647855161373065262/7be97eed-c995-424f-8379-aaf05cae4a8d?lk3s=ec46513b&x-expires=2080655051&x-signature=gCQRaEn5mnWMMxaJ3BpkSKd7cQs%3D,,,,,,,,
52,初级,大学生,女,,我们中国为什么叫巴士，叫巴士呢？是因为。,https://lf3-bigspeech-sign.bytetos.com/bigspeech-platform/7647855170286092326/ffbbe3c5-91de-480a-bd7d-e13604d37e5b?lk3s=ec46513b&x-expires=2080655051&x-signature=eGxRC7fXxkIEFGEOiuNYVH%2BQCdQ%3D,,,,,,,,
52,初级,大学生,女,,对呀，那英国和美国他们也可以用我们中文的中译呀。,https://lf3-bigspeech-sign.bytetos.com/bigspeech-platform/7647855172273913907/1d463a61-0afa-4f04-a625-058c46b0a0e0?lk3s=ec46513b&x-expires=2080655051&x-signature=GLuunGRx4gqavKv7%2BroVZhGjQSE%3D,,,,,,,,
52,初级,大学生,女,,对，包括瑜伽有感，是叫有感吗？,https://lf26-bigspeech-sign.bytetos.com/bigspeech-platform/7647855161373081646/776856f9-a920-4555-8f69-deb8a59b2089?lk3s=ec46513b&x-expires=2080655051&x-signature=dPJ40LInNxUhJ8mTjY6YWBTWUpA%3D,,,,,,,,
52,初级,大学生,女,,好了，我们回归正题，继续学英语。,https://lf3-bigspeech-sign.bytetos.com/bigspeech-platform/7647855170286108710/0f6d437c-480a-4f0c-aa18-b62901feefc3?lk3s=ec46513b&x-expires=2080655051&x-signature=CIJKdQlAYaue2RZs6dcm7uA1Luc%3D,,,,,,,,
52,初级,大学生,女,,I like listen music.,https://lf26-bigspeech-sign.bytetos.com/bigspeech-platform/7647855157036253234/dcfd1e02-70a4-4f0d-a445-1b049757a56a?lk3s=ec46513b&x-expires=2080655051&x-signature=B8wWVacXMZB6UsbAFs4h2pIzi9c%3D,I like listening to music.,,,,,,,
52,初级,大学生,女,,I like rockin',https://lf6-bigspeech-sign.bytetos.com/bigspeech-platform/7647855174219890714/ff52803d-5279-4f44-9ad5-23828ca7a37e?lk3s=ec46513b&x-expires=2080655051&x-signature=PeSY4VD3UkhPY5FaId32uubNg1g%3D,rock and roll发音像rocking roll,,,,,,,
53,初级,青少年,女,,,,,,,,,,,
53,初级,青少年,女,,I'm fine thank you and you,,,,,,,,,
53,初级,青少年,女,,嗯 i study english lessons now i want to tell you a sentence i don't remember my first day at school,,应该是一般过去时，study改为studied,,,,,,,
53,初级,青少年,女,,Ok i don't remember my first day at school,https://lf9-bigspeech-sign.bytetos.com/bigspeech-platform/7647855073435336714/46519990-9452-437e-86d4-3a4d978a4608?lk3s=ec46513b&x-expires=2080655029&x-signature=oDwPFWccQ9GPgO5TgAyEARjwaZo%3D,,,,,,,,
53,初级,青少年,女,,Um i don't want to share with you the uh life in my school i just want to tell you a sentence uh that is i don't remember my first day at school,,用户吞吐,,,,,,,
53,初级,青少年,女,,Um i don't know what you say,,后半句应该用一般过去时，可改为what you said,,,,,,,
53,初级,青少年,女,,I don't remember my first visit to the museum,https://lf26-bigspeech-sign.bytetos.com/bigspeech-platform/7647855082109009971/39c3b441-b251-4a24-b3cb-8e5b2625922c?lk3s=ec46513b&x-expires=2080655029&x-signature=p3%2BaQC%2BaHU%2BqhfEd1%2Brh%2BW%2BbD0E%3D,,,,,,,,
53,初级,青少年,女,,我去过，但是我没有办法用英语说。,,,,,,,,,
53,初级,青少年,女,,I want to museum before but i can't say it in english,https://lf3-bigspeech-sign.bytetos.com/bigspeech-platform/7647855078267060270/729ce528-5c33-4385-8903-6c6af0ac70e0?lk3s=ec46513b&x-expires=2080655029&x-signature=NEedA%2FIULhO9vND3PzVgw7f3cRg%3D,前半句museum应该加上冠词a,,,,,,,
53,初级,青少年,女,,I want i went to a museum before but i can't say it in english,,went读成want,,,,,,,
53,初级,青少年,女,,Yes.,,,,,,,,,
53,初级,青少年,女,,What the meaning of a strange sculpture?,,前半句缺少be动词 应改为what is the meaning,,,,,,,
53,初级,青少年,女,,Sculpture.,,,,,,,,,
53,初级,青少年,女,,I saw a beautiful sculpture in the museum.,https://lf26-bigspeech-sign.bytetos.com/bigspeech-platform/7647855067282440219/df5895e1-9c09-42a1-8795-f59622f340dd?lk3s=ec46513b&x-expires=2080655029&x-signature=Tyak3q%2BbrpgOrfnhrZzvqPCG1tQ%3D,,,,,,,,
53,初级,青少年,女,,I saw a beautiful sculpture in the museum. ,https://lf26-bigspeech-sign.bytetos.com/bigspeech-platform/7647855067282423835/36d1d8d8-d2f4-474c-a7f4-80533ec2ab46?lk3s=ec46513b&x-expires=2080655029&x-signature=ORm985JG1AnbnGwU5osGDHWFWPQ%3D,,,,,,,,
53,初级,青少年,女,,I saw a beautiful sculpture in the museum. 我说的正确吗？,,,,,,,,,
53,初级,青少年,女,,我先不和你说了，我要去背单词了。,,,,,,,,,
54,初级,上班族,女,,,,,,,,,,,
54,初级,上班族,女,,I'm fine thank you,https://lf3-bigspeech-sign.bytetos.com/bigspeech-platform/7647855069525999626/021528d7-941d-4320-8e75-40672d7c8668?lk3s=ec46513b&x-expires=2080655025&x-signature=7OZ%2B9RBdpt0ZJNTuz1kl12vNUBo%3D,,,,,,,,
54,初级,上班族,女,,I do some works and play some games.,https://lf3-bigspeech-sign.bytetos.com/bigspeech-platform/7647855050345873458/09f6d252-8f32-4fa5-8717-8cbfb86b721f?lk3s=ec46513b&x-expires=2080655025&x-signature=OrhYOS4G4ejc5v6PmORy2C2AciQ%3D,时态错误，应该用一般过去时did和played,,,,,,,
54,初级,上班族,女,,Play？,https://lf9-bigspeech-sign.bytetos.com/bigspeech-platform/7647855059925221422/f523d18c-dbdb-44f0-b560-94ca342600b5?lk3s=ec46513b&x-expires=2080655025&x-signature=XxgYz8Gg%2FFdOWV0JYOEDtETNiq0%3D,,,,,,,,
54,初级,上班族,女,,王者荣耀应该怎么说？,https://lf3-bigspeech-sign.bytetos.com/bigspeech-platform/7647855048722595849/ace88702-22af-47a4-aa21-52059820a99d?lk3s=ec46513b&x-expires=2080655025&x-signature=B8YCIujS38wmpsbCVHw2n5nUpoU%3D,,,,,,,,
54,初级,上班族,女,,"Yes, I also with friends play this game.",https://lf9-bigspeech-sign.bytetos.com/bigspeech-platform/7647855056892690458/46f0fbb7-4a17-4a5e-af9b-3d5842c3d383?lk3s=ec46513b&x-expires=2080655025&x-signature=uDNmnSYJtPVoHXNYitn5bvH6TRY%3D,"时态错误，应该用一般过去时did和played;
语序有误改为 I often played this game with my friend;
also不恰当改为often",,,,,,,
54,初级,上班族,女,,I like some beautiful hero.,https://lf3-bigspeech-sign.bytetos.com/bigspeech-platform/7647855057803395123/491717cb-e30a-4859-b22b-78bb943e7e15?lk3s=ec46513b&x-expires=2080655025&x-signature=%2BjyojkvkEt6wl6PrxEcF4FLLDdU%3D,名词hero应该用复数形式heroes,,,,,,,
54,初级,上班族,女,,Yes，元芳。,https://lf26-bigspeech-sign.bytetos.com/bigspeech-platform/7647855053973798921/a5627d44-93a4-441c-a4d4-184b6cd5d519?lk3s=ec46513b&x-expires=2080655025&x-signature=%2BgPDLw0RYtVrOsmdmPkRqf%2B2sh8%3D,,,,,,,,
54,初级,上班族,女,,Yes.,https://lf3-bigspeech-sign.bytetos.com/bigspeech-platform/7647855061913403402/37b4667e-de4d-447a-adac-3c9802184511?lk3s=ec46513b&x-expires=2080655025&x-signature=Jx0hut3v%2FHP4MFqtwZrRrmpGVPY%3D,,,,,,,,
54,初级,上班族,女,,什么意思啊这句话？,https://lf6-bigspeech-sign.bytetos.com/bigspeech-platform/7647855048722628617/e9254c88-0b2d-42f1-88f6-4c9c03542796?lk3s=ec46513b&x-expires=2080655025&x-signature=I6sqrSQEcI6BoG5tyB1gOnFeuFA%3D,,,,,,,,
54,初级,上班族,女,,哦，你再重复一遍。,https://lf3-bigspeech-sign.bytetos.com/bigspeech-platform/7647855059178881033/7e4823f8-0d62-46df-a80c-3e942a5f7f62?lk3s=ec46513b&x-expires=2080655025&x-signature=FDlyqWcQwC1nIB90F5I0zWPZkDE%3D,,,,,,,,
54,初级,上班族,女,,Have you?,https://lf9-bigspeech-sign.bytetos.com/bigspeech-platform/7647855056892723226/34a49b66-ca23-42f6-b892-034752a09d08?lk3s=ec46513b&x-expires=2080655025&x-signature=LLFfJ1HvpKsQbEVPKsPC3tdiQTw%3D,,,,,,,,
54,初级,上班族,女,,Have you play everywhere with 啥子？记不住了，我靠。,https://lf9-bigspeech-sign.bytetos.com/bigspeech-platform/7647855067969650715/3a7eea12-b650-4c5e-b930-ed87deb30dc4?lk3s=ec46513b&x-expires=2080655025&x-signature=CHlxtK0V9rGkWkRdkG4KJ87nROk%3D,,,,,,,,
54,初级,上班族,女,,"Have you ever played with, well, with Yuan Fang?",https://lf3-bigspeech-sign.bytetos.com/bigspeech-platform/7647855067969634331/b75f871c-6a0d-40b4-819e-2f381d3c1f0a?lk3s=ec46513b&x-expires=2080655025&x-signature=wd%2FQZRlKiPW35F0xXpC05DBEBPs%3D,ever发音像eve,,,,,,,
55,中级,上班族,女,,,,,,,,,,,
55,中级,上班族,女,,I'm fine thank you how's you how's your today,https://lf9-bigspeech-sign.bytetos.com/bigspeech-platform/7647856017660903434/8b8cf73d-d750-43cb-a49a-ae32b38621e3?lk3s=ec46513b&x-expires=2080655256&x-signature=O%2B78wLUol0gcq5g2liC4KAzy0ms%3D,today用的不对改为how's your day,,,,,,,
55,中级,上班族,女,,"I worked. I work all day. And meanwhile, I invest some stocks. Do you know stocks?",https://lf9-bigspeech-sign.bytetos.com/bigspeech-platform/7647856017543430190/ba967b48-8c47-46de-9720-db0bae196913?lk3s=ec46513b&x-expires=2080655256&x-signature=BKVx%2BXvNfOj5fAMK9x0FS2zPa5k%3D,时态错误，invest应该用过去式invested,,,,,,,
55,中级,上班族,女,,I've been learn i've been learn to i've been uh i have learn，这样说对吗？,,应该使用一般现在进行时，改为I have been learning,,,,,,,
55,中级,上班族,女,,"To invest stock for a few years. And in the past few years, most of times I was loss of my money. But recently I think I.",https://lf3-bigspeech-sign.bytetos.com/bigspeech-platform/7647856005661589513/db55783d-8e62-4a19-ab7f-a38cf56965b7?lk3s=ec46513b&x-expires=2080655256&x-signature=L%2FY1ow5nzWhJrugpYQHGCbdJYrc%3D,"loss是名词，这里应该改成lost；投资股票应该用invest in stock;
改为most of the times I was losing money",,,,,,,
55,中级,上班族,女,,I think I.,https://lf9-bigspeech-sign.bytetos.com/bigspeech-platform/7647856017660870666/ca70e696-fedb-4be5-97f3-70421da22c81?lk3s=ec46513b&x-expires=2080655256&x-signature=sM48igBRl6iUp7%2BX%2BxUmvGMZp60%3D,,,,,,,,
55,中级,上班族,女,,I have some feelings about invest stocks.,,"1. 介词后面要跟doing，应该改为investing
2. 投资股票应该用invest in stock",,,,,,,
55,中级,上班族,女,,"I think it need a little bit of luck because not everything is totally focus on the value investment. Most of times the Mark, the stock market are LED by mood or emotion.",https://lf6-bigspeech-sign.bytetos.com/bigspeech-platform/7647856014540341294/cd88cc8b-813d-4695-98b8-10be09ef8b28?lk3s=ec46513b&x-expires=2080655256&x-signature=CSAbfcfSkAj8bk2GocMV4qjzwas%3D,"加单三it needs；is后面的focus应该为focusing：stock market是单数，be动词应该用is;
the value of the investment",,,,,,,
55,中级,上班族,女,,"I think it should be patience, because when the price of stock are.",https://lf9-bigspeech-sign.bytetos.com/bigspeech-platform/7647856011336122419/f7b3f10d-3ea1-4710-978e-1005f6b88a49?lk3s=ec46513b&x-expires=2080655256&x-signature=vAFPkpeapVWugvLSGTj5NkVATjA%3D,price of the stock是单数，应该用is,,,,,,,
55,中级,上班族,女,,Love to.,https://lf3-bigspeech-sign.bytetos.com/bigspeech-platform/7647856012783255579/e7fdac80-ce19-47d5-b8ab-4d12885aaf88?lk3s=ec46513b&x-expires=2080655256&x-signature=BDLgBPM3OKXYkbNvOmy5P6EgPOo%3D,,,,,,,,
55,中级,上班族,女,,Yeah， just just today， i invest in a stock called tian tong 股份 in the uh， Chinese stock market， stock market and when i buy it， it was uh， how to say 亏损 in 股票市场。,,invest和buy应该用过去式invested和bought,,,,,,,
55,中级,上班族,女,,呃 when it open the market the price of the stock is below the price of yesterday's latest price but uh in the um in the noon it start to become low become higher and higher and in the afternoon it start to 涨停 how to say 涨停 in english,,"start应该用过去式started;
用户吞吐;
用lower than比below更合适",,,,,,,
55,中级,上班族,女,,"If it still, if the price of its still goes up tomorrow, I think.",https://lf6-bigspeech-sign.bytetos.com/bigspeech-platform/7647856023046586414/39007671-c143-4b83-b7a3-9fd40258fc80?lk3s=ec46513b&x-expires=2080655256&x-signature=NCwj5e1KDJcLGPhdr47cPr5XcmU%3D,"still读音像steer;
if the price of its the stock",,,,,,,
55,中级,上班族,女,,The enough money from this stock.,https://lf3-bigspeech-sign.bytetos.com/bigspeech-platform/7647856013688897562/1061ecf0-b8cb-4f80-be3c-75d88d8adc57?lk3s=ec46513b&x-expires=2080655256&x-signature=kTyTNB%2BhNmN9wAa%2B%2BXuSyoFpQz0%3D,,,,,,,,
55,中级,上班族,女,,"Yeah, but yeah, because the market now are forecasting on semiconductor and AI. So most of my flavor of stock.",https://lf26-bigspeech-sign.bytetos.com/bigspeech-platform/7647856013688946714/35bd3e0e-3e8b-4dc8-bff5-e8380f386bfe?lk3s=ec46513b&x-expires=2080655256&x-signature=qSBw8K9nmjS5pXi3KtNwDtgEcpk%3D,"focusing读音像forecasting;
market now are is focusing on ",,,,,,,
55,中级,上班族,女,,I think it's zhou xing guoji which is also called semic in english,https://lf26-bigspeech-sign.bytetos.com/bigspeech-platform/7647856013688930330/588c4fbe-029b-44e8-aa21-3958c1a119c3?lk3s=ec46513b&x-expires=2080655256&x-signature=cbcoLmQxc%2BQ8uc7fzTH3n3Hrjrg%3D,中芯国际的简称SMIC读音像semic,,,,,,,
55,中级,上班族,女,,"Because now, do now, because, because due to the.",https://lf3-bigspeech-sign.bytetos.com/bigspeech-platform/7647856009490890778/3a995088-43a1-4714-b1d2-8f8394f95be2?lk3s=ec46513b&x-expires=2080655257&x-signature=VZWTkU6jFToNZwOdU%2BCPPCJCOgM%3D,,,,,,,,
55,中级,上班族,女,,"Limit between Chinese and China. Due to the limit between the chin between China and the America. In China, most semiconductor company cannot get the latest.",https://lf3-bigspeech-sign.bytetos.com/bigspeech-platform/7647856018013650954/af4192db-27c1-4683-9ce0-a40341a1d3ab?lk3s=ec46513b&x-expires=2080655256&x-signature=jokB442wa1RweCvu%2FyQjJGz5J0E%3D,"半导体公司的正确表达是semiconductor company；并且company需要加复数为companies;
limit是动词应该改为limitation",,,,,,,
55,中级,上班族,女,,Chips. So they need local company which can die their chips and Zhongxin Guoji is the only choice.,https://lf3-bigspeech-sign.bytetos.com/bigspeech-platform/7647856017543462958/ea210f73-ff54-470e-8004-f2ab5936f29d?lk3s=ec46513b&x-expires=2080655256&x-signature=wPFBBH1z84ZO4CG879Zxysv%2BkN4%3D,buy读成了die,,,,,,,
55,中级,上班族,女,,Uh actually the technology of this company isn't cannot be compare with the latest uh production company production company but i think the advantage of this company is it based on the large markets in the world china,,"被比较是被动语态，应该用be compared;
compare with改为compare to",,,,,,,
55,中级,上班族,女,,"Do you know more role？i think this company can, do more things on, on improve the more role to and, in the end.",https://lf26-bigspeech-sign.bytetos.com/bigspeech-platform/7647856025055494182/99b04d93-ffe1-469d-ad31-84939356618d?lk3s=ec46513b&x-expires=2080655256&x-signature=%2Bnk27piJBGSdbGx2szVRsR9JhkE%3D,介词后面要跟doing，improve改为improving,,,,,,,
55,中级,上班族,女,,"Chips, that is.",https://lf9-bigspeech-sign.bytetos.com/bigspeech-platform/7647856014213660699/f387fdd3-ba99-4d93-bbf3-472dc78094db?lk3s=ec46513b&x-expires=2080655256&x-signature=hf7kBWwy8Wp0H0Ybzl3YuwAwm2g%3D,,,,,,,,
55,中级,上班族,女,,仙境？ how to say it？,,,,,,,,,
55,中级,上班族,女,,How to say xianjing in English?,https://lf26-bigspeech-sign.bytetos.com/bigspeech-platform/7647856012783304731/86a201ba-3c97-45eb-83f1-3a335340c15a?lk3s=ec46513b&x-expires=2080655256&x-signature=EY%2Fi%2FVCYuW%2F0DRia08WyMYf8yeo%3D,,,,,,,,
55,中级,上班族,女,,I want to talk to you about food. What kind of food do you like?,https://lf9-bigspeech-sign.bytetos.com/bigspeech-platform/7647856009549627430/90541e9a-00ce-460c-bbc3-bf5c1ab08156?lk3s=ec46513b&x-expires=2080655256&x-signature=5lARKc6nV7UiEc3kytgzcnhnoLM%3D,,,,,,,,
55,中级,上班族,女,,Oh i like pizza i swear uh and i often order pizza hard pizza so uh how do you think what's your opinion about putting pineapples on pizza,,,,,,,,,
55,中级,上班族,女,,Yes i love it i will order it i will uh i will add it to pizza even the origin pizza don't have a origin pizza doesn't have pineapples and i will add it to,,"前半句把菠萝放在披萨上应该是用介词on;
用户说话吞吐表达不清",,,,,,,
55,中级,上班族,女,,I think most.,,,,,,,,,
55,中级,上班族,女,,I think I will add sausages on pizza.,https://lf3-bigspeech-sign.bytetos.com/bigspeech-platform/7647856009549594662/c0a60ab3-f526-4b5d-a77d-6f64acc24b7f?lk3s=ec46513b&x-expires=2080655256&x-signature=swohyBk4rOM0r1jlieDlBEXi6Io%3D,,,,,,,,
55,中级,上班族,女,,嗯 actually i don't have any,https://lf6-bigspeech-sign.bytetos.com/bigspeech-platform/7647856009490907162/11732afa-2565-428e-a3d5-d960da48aa90?lk3s=ec46513b&x-expires=2080655256&x-signature=Vyc5h4ojwYPlDLbH%2FdBq%2BL0MT5w%3D,,,,,,,,
55,中级,上班族,女,,Favor.,https://lf9-bigspeech-sign.bytetos.com/bigspeech-platform/7647856012783288347/bac03cef-02fc-4c49-8aab-47c8f861c2cd?lk3s=ec46513b&x-expires=2080655256&x-signature=T%2FNrkPO%2FNBz5Vet016hjbNGvKx8%3D,,,,,,,,
55,中级,上班族,女,,I think it's hawaii pizza,https://lf3-bigspeech-sign.bytetos.com/bigspeech-platform/7647856017660968970/eca22df4-fea8-4e24-a52c-ea4125af9b8d?lk3s=ec46513b&x-expires=2080655256&x-signature=p9G7QO3qK2NiN6MKp19bJBcnSHk%3D,hawaii是名词，应该改为形容词hawaiian,,,,,,,
55,中级,上班族,女,,No i don't have the technique i think i'm not good at making western food,,technique不太恰当改为cooking skills更好,,,,,,,
55,中级,上班族,女,,"No, I think Pizza Hut is convenient enough.",,,,,,,,,
55,中级,上班族,女,,I think most i i never put a put it myself every time i ordered it on my road back in home and when i'm arrive at home i will get it,https://lf9-bigspeech-sign.bytetos.com/bigspeech-platform/7647856017543495726/97f7c271-0816-41ab-bc15-c66dfe65379e?lk3s=ec46513b&x-expires=2080655256&x-signature=EB0dNiVDfhTSrx7fnSNH686s6Rg%3D,"回家的路上应该是on my road home,不用加介词；到家了不用加am和at，直接 I arrive home",,,,,,,
55,中级,上班族,女,,喂喂喂 most of times i don't order pizza,https://lf3-bigspeech-sign.bytetos.com/bigspeech-platform/7647856017661001738/da9d6220-a7d2-431b-97af-c0e7023ba1b5?lk3s=ec46513b&x-expires=2080655256&x-signature=C01bUg5anv7rQJ9hOSlFl7SBR9c%3D,,,,,,,,
55,中级,上班族,女,,Yeah， i do。 you know，麻辣烫 and my favorite food。,,i usually order 麻辣烫,,,,,,,
55,中级,上班族,女,,Is 麻辣烫。,https://lf26-bigspeech-sign.bytetos.com/bigspeech-platform/7647856020600913958/f9fa5230-d9be-4e16-b9cc-14a88ea61d75?lk3s=ec46513b&x-expires=2080655256&x-signature=frOz0mSPzdulboxBwC1vxsUhZf0%3D,,,,,,,,
55,中级,上班族,女,,Yeah but most of toppings i add at to it is uh are a vegetables actually i don't put much much meat into it,,times读音像toppings,,,,,,,
55,中级,上班族,女,,I think it's a lot of thing made by beans,https://lf9-bigspeech-sign.bytetos.com/bigspeech-platform/7647856013688995866/9419631f-c8cd-496d-a432-b1afb791c4bb?lk3s=ec46513b&x-expires=2080655256&x-signature=%2B36d2r6wPB1Wrh%2FYwvksno0hHhg%3D,a lot of后面跟可数名词复数 应该改为things,,,,,,,
56,中级,上班族,女,,,,,,,,,,,
56,中级,上班族,女,,I'm good,https://lf9-bigspeech-sign.bytetos.com/bigspeech-platform/7647856228215046190/a7042ca5-077e-4ed4-a995-6f427fc9c976?lk3s=ec46513b&x-expires=2080655310&x-signature=CyyTI6fgMQucFy5wPNl9U3ymKbk%3D,,,,,,,,
56,中级,上班族,女,,Chat with my friends and practice my English.,https://lf9-bigspeech-sign.bytetos.com/bigspeech-platform/7647856236540805171/35b694f2-8709-4591-91c4-3dbff532ad84?lk3s=ec46513b&x-expires=2080655310&x-signature=xYyx7bdHr7V4j7%2BKHgIVNIUoCcQ%3D,I chatted...and practiced my English.,,,,,,,
56,中级,上班族,女,,We talk about how to.,https://lf3-bigspeech-sign.bytetos.com/bigspeech-platform/7647856240299098139/2461bf83-6ca7-40c3-9e16-bdf5ad2e48c0?lk3s=ec46513b&x-expires=2080655310&x-signature=VilDUrgBlzpSdyOK7JOAfM8U7Uc%3D,,,,,,,,
56,中级,上班族,女,,"How to take the photos, how to take photos and how to become better photographer.",https://lf26-bigspeech-sign.bytetos.com/bigspeech-platform/7647856236540821555/93ebdcad-1ba4-4033-ac68-d6e3da0264fe?lk3s=ec46513b&x-expires=2080655311&x-signature=Kot%2BJvL9AN1KJP9y9dg5DKtFLU8%3D,缺少冠词，become a better,,,,,,,
56,中级,上班族,女,,Yes， 小口天子 is my favorite food i prefer。,https://lf9-bigspeech-sign.bytetos.com/bigspeech-platform/7647856237899513882/ac736e97-2c85-48aa-82b7-00e56bb97af5?lk3s=ec46513b&x-expires=2080655310&x-signature=%2FxmO53gjYeXk7b9N5xde6XRs%2Bmw%3D,photographer发音不准,,,,,,,
56,中级,上班族,女,,你， um， his is， almost like Japanese type。,https://lf3-bigspeech-sign.bytetos.com/bigspeech-platform/7647856247424778267/2d17f6cb-96a8-4f72-9331-9768d353e74b?lk3s=ec46513b&x-expires=2080655310&x-signature=RMRGQ7U0RO1FwlvFm%2FlIX257nP0%3D,his photos are in Japanese style,,,,,,,
56,中级,上班族,女,,"No, I take photos for.",https://lf9-bigspeech-sign.bytetos.com/bigspeech-platform/7647856226780610598/09f0804f-6b5e-4151-ab22-4f06a17db79e?lk3s=ec46513b&x-expires=2080655311&x-signature=0fjBjAKWO%2FyIhpNX%2BJzxYU0uHtM%3D,,,,,,,,
56,中级,上班族,女,,民族风。,https://lf6-bigspeech-sign.bytetos.com/bigspeech-platform/7647856242660622386/09006103-233f-4208-a14c-2e1fd2fc71f3?lk3s=ec46513b&x-expires=2080655310&x-signature=3CXpmr%2BKSXLDCHmxWy18DZ0EpFc%3D,,,,,,,,
56,中级,上班族,女,,"Yes, of course.",https://lf6-bigspeech-sign.bytetos.com/bigspeech-platform/7647856237899530266/a5a1e858-6c26-4388-833c-4db8efc3cda8?lk3s=ec46513b&x-expires=2080655310&x-signature=O0rmhLzik0Qpai7XCNwUexr188E%3D,,,,,,,,
56,中级,上班族,女,,As of course um i i took photos for a foreign tourist he can't speak chinese and he didn't and he didn't and he didn't know chinese little,https://lf26-bigspeech-sign.bytetos.com/bigspeech-platform/7647856232824881202/257004b1-2271-4613-a2f9-0c8e949d19b9?lk3s=ec46513b&x-expires=2080655311&x-signature=CEcn76ETn%2BpX8ZixwRg2DWzin8M%3D,little读成nittle,,,,,,,
56,中级,上班族,女,,He felt amazing and he liked it.this photo that this photos， yes， and he gave me one hundred yuan as 小费。,https://lf6-bigspeech-sign.bytetos.com/bigspeech-platform/7647856240299130907/6878b516-aad5-4549-a328-a60c6889b1e8?lk3s=ec46513b&x-expires=2080655311&x-signature=xYso7TsBApfHqIXUFrTwnYZh%2B4M%3D,,,,,,,,
56,中级,上班族,女,,"No, just one.",https://lf6-bigspeech-sign.bytetos.com/bigspeech-platform/7647856236540854323/7a8c3ce3-071b-4943-80d5-aa268fb84c52?lk3s=ec46513b&x-expires=2080655311&x-signature=R0%2FCx6tZWXhVh5kq%2F0IABJLl6M4%3D,,,,,,,,
56,中级,上班族,女,,Yes， of course， but i think i should improve my technology of photos， of 拍照的技术。,https://lf9-bigspeech-sign.bytetos.com/bigspeech-platform/7647856245781233714/1961a9a4-708a-481f-88af-726896e41135?lk3s=ec46513b&x-expires=2080655311&x-signature=lPGwl7x6m8uNgk%2Fa7CNAtkndkuE%3D,,,,,,,,
56,中级,上班族,女,,"Yes, of course. As soon as singing, improve my photo taking skills.",https://lf26-bigspeech-sign.bytetos.com/bigspeech-platform/7647856243910049830/c53c0c81-e190-4df9-a221-5294a02ba140?lk3s=ec46513b&x-expires=2080655311&x-signature=5lxEtLbX8RMNq%2BTRJ9%2FMZhDmcmE%3D,,,,,,,,
56,中级,上班族,女,,I think I should improve my photo taking skills.,https://lf3-bigspeech-sign.bytetos.com/bigspeech-platform/7647856248553111598/d9875212-a4c2-48ef-addc-cfb974da6113?lk3s=ec46513b&x-expires=2080655311&x-signature=zdsjj2fZYTScMOoFnGO%2B9bPGpjE%3D,,,,,,,,
56,中级,上班族,女,,Yes of course i have i have taken so many photograph course to improve my take photo taking skills yes it's um very useful but i think it's not enough,https://lf9-bigspeech-sign.bytetos.com/bigspeech-platform/7647856242660655154/bb9f8ba1-64fe-42c3-9d57-3cd6dd6193aa?lk3s=ec46513b&x-expires=2080655311&x-signature=uHr8lEZWSzTQ39EF2FtZAz8R3zQ%3D,courses,,,,,,,
56,中级,上班族,女,,N yes of course we uh usually i take photos in sunday but sometimes i'll take photos in windy or cloudy or slowly and rainy,https://lf3-bigspeech-sign.bytetos.com/bigspeech-platform/7647856228215095342/080593b1-9773-479c-9262-910fcc259ffd?lk3s=ec46513b&x-expires=2080655311&x-signature=SzXzkWFusBKC0slniFi%2BnslfM6Y%3D,"介词错误in改成on sunny days, 同样地，
on windy or cloudy or snowly and rainy days",,,,,,,
56,中级,上班族,女,,When 大风天 windy day。,https://lf9-bigspeech-sign.bytetos.com/bigspeech-platform/7647856243910082598/5e43b989-51b1-4b62-9852-e7998ba2a077?lk3s=ec46513b&x-expires=2080655311&x-signature=vm%2BpEvxHyFmI5HnqsdHJzADKI%2BE%3D,,,,,,,,
